"donor","localization","Hemato","Bone","ensg"
0,0,0.108299460958345,0.0664617863949645,"ENSG00000225285.1"
0,0,0.0356161869053485,0.352576202441261,"ENSG00000179403.12"
0,0,0.20813766976466,0.0492073580361395,"ENSG00000215915.10"
0.160956906368051,0,0.35618196006827,0.102389141246366,"ENSG00000160072.20"
0.356247871930845,0,0.453030952300376,0.0798592322463397,"ENSG00000197785.14"
0,0,0.227964980670703,0.0402803083340855,"ENSG00000205090.9"
0,0,0.01323834409573,0.321884788822818,"ENSG00000160075.12"
0,0,0.0819108805264699,0.0564711378260955,"ENSG00000215014.5"
0,0,0.515800421175587,0.149365373660666,"ENSG00000228594.4"
0,0,0.00349525542319916,0.00123788871061888,"ENSG00000272106.1"
0,0,0.157553664020246,0.00190573379233068,"ENSG00000197530.12"
0.0730003521305681,0,0.195266150342497,0.0932900725891206,"ENSG00000248333.8"
0.0493393213758433,0.530551289013332,0.377263820615333,0.0352239448541386,"ENSG00000189339.12"
0,0,0.101922728999008,0.113961380953905,"ENSG00000269737.2"
0.16036276226725,0,0.00690098534712782,0.168022200325094,"ENSG00000008128.23"
0,0,0.0046998521733615,0.00514908006433008,"ENSG00000268575.1"
0,0,0.00278539821774547,0.00556464723608252,"ENSG00000215790.7"
0,0,0.0935234203152872,0.177067398229268,"ENSG00000008130.15"
0.319364965154008,0,0.237282250212312,0.0561122955558227,"ENSG00000078369.18"
0.254684140418364,1.27361110075692e-11,0.0139692259121804,0.358714637259493,"ENSG00000231050.1"
0,0,0.397107168642087,0.00243920510436297,"ENSG00000067606.17"
0,0,0.0791441118923972,0.00813689580624423,"ENSG00000162585.17"
0,0,0.00415498331453017,4.38367548297868e-05,"ENSG00000157933.10"
0,0,0.00440271745592709,0.309613564333509,"ENSG00000287356.1"
0.274819456505601,4.05665736753824e-14,0.0889257420250632,0.0126853507696613,"ENSG00000116151.14"
0.4777512242012,0,0.0345044509940706,0.00444554625517837,"ENSG00000269896.2"
0,0,0.00665134248070398,0.345915405263806,"ENSG00000157916.20"
0.0769685689343109,0,0.731527552122149,0.0246353033576834,"ENSG00000157911.10"
0,0,0.770767616624782,0.0446124794601769,"ENSG00000149527.18"
0.227650704199466,0,0.323288517662588,0.0238040073769685,"ENSG00000157881.15"
0.00622955630009059,0,0.71100497925877,0.10130121772165,"ENSG00000272449.2"
0.0593020633838091,2.56084450704035e-09,0.622070400330259,0.0583576009585737,"ENSG00000238164.6"
0,0,0.592111355114665,0.0108408364712694,"ENSG00000157873.17"
0,0,0.140049972263172,0.0489898995612575,"ENSG00000225931.3"
0.156609356235805,0,0.374119944824737,0.0129037691686024,"ENSG00000157870.16"
0,0,0.0176905797139124,0.0590190948544944,"ENSG00000215912.12"
0.00877753101385928,0,0.365360570852097,0.0353983688999339,"ENSG00000177133.11"
0,0,0.247770543444248,0.103425221141128,"ENSG00000142611.17"
0,0,0.0832677650587542,0.000374628333562809,"ENSG00000286518.1"
0,0,0.495723933718372,0.182258457469222,"ENSG00000130762.15"
0,0,0.144685239284747,0.0222106384291892,"ENSG00000162591.16"
0,0,0.00219855416890813,0.304721527358,"ENSG00000158109.15"
0.166168541196391,1.20370370971763e-11,0.280612114099343,0.11340033944964,"ENSG00000116213.16"
0.195982189530201,0,0.0330247066833911,0.0559668455705374,"ENSG00000227372.12"
0,0,0.692674427986729,0.109248871283354,"ENSG00000235169.8"
0,0,0.0813141560646932,0.0406962836675678,"ENSG00000130764.10"
0,0,0.00868621111683298,0.15018491991538,"ENSG00000116198.13"
0,0,0.0465765051893649,0.106109870482335,"ENSG00000169598.15"
0.0542380166363383,0,0.164891449097901,0.196559377297308,"ENSG00000198912.11"
0,0,0.00181827064267724,0.105164743627148,"ENSG00000236423.6"
0,0,0.469364829821654,0.0964002514492352,"ENSG00000131697.18"
0,0,0.858720920617197,0.00703257997993529,"ENSG00000069424.15"
0.0402912198033752,1.11946221832145e-10,0.058628870795134,0.307017216473659,"ENSG00000116251.11"
0.322288335630094,0,0.000856853577558942,0.231677326657265,"ENSG00000158286.13"
0.14543257904417,1.54651639019663e-10,0.133785621457684,0.0385065265867935,"ENSG00000116237.16"
4.98391435326812e-10,0,0.152202769911946,0.0692333410240671,"ENSG00000158292.7"
0,0,0.151680881871435,0.00141528734988724,"ENSG00000097021.19"
0.116256436215121,1.35230508244361e-12,0.573461165370258,0.119545873850143,"ENSG00000187017.17"
0.403033402380228,1.53010437172212e-16,0.000301387311473153,0.10402865264061,"ENSG00000215788.10"
0.014910905677992,0.509510543713499,0.0377641594152094,0.426027002794997,"ENSG00000171680.22"
0,0,0.0958925774649486,0.257703072258978,"ENSG00000162408.11"
0.560620820870228,4.59894295489205e-14,0.0311758084942931,0.0538595328237429,"ENSG00000173662.21"
0,0.482848670607656,0.0370169776919396,0.45417017983942,"ENSG00000204859.13"
0,0,0.00294475562193462,0.00455195489110893,"ENSG00000162413.16"
0,0,0.0390270512716114,0.000220498653275107,"ENSG00000116273.6"
0,0,0.000265898037544881,0.593402082957619,"ENSG00000041988.15"
0,0,0.000168062952696186,0.520793120460868,"ENSG00000007923.16"
0,0,1.33294654277913e-05,0.0122444285456333,"ENSG00000237436.1"
0,0,0.21885160945751,0.00762507448008759,"ENSG00000171735.19"
0,0,0.0708918680891756,0.091103790667802,"ENSG00000049245.13"
0,0,0.278933017545817,0.0457011828151909,"ENSG00000049246.14"
0,0,0.709144663478317,0.000400140308550916,"ENSG00000049249.8"
0,0,0.409048550852416,0.00434614404557419,"ENSG00000116288.13"
0,0,0.0764709672207139,0.00460217779588323,"ENSG00000284747.1"
0,0,0.044461337067132,0.124428808758846,"ENSG00000284716.1"
0,0,0.12266566216434,0.136800189704009,"ENSG00000116285.13"
0,0,0.011649426737302,0.0958782458807756,"ENSG00000238290.1"
0,0,0.244100857554626,0.0393921168605938,"ENSG00000162426.14"
0,0,0.125307089768598,0.189424589336172,"ENSG00000142599.19"
0,0,0.0992447240343318,0.070794190488363,"ENSG00000232912.6"
0,0,0.159927222195344,0.237686139531942,"ENSG00000234619.1"
0.139772132258538,0,0.234016099559746,0.332022299669387,"ENSG00000228423.2"
0.0377625126252027,1.00025421979839e-11,0.0368204086335957,0.0398873020865533,"ENSG00000074800.16"
0.358343146446647,0,0.450580266091612,0.109436615168518,"ENSG00000142583.18"
0,0,0.101542647631535,0.317637275754953,"ENSG00000180758.12"
0,0,0.0044487835518362,0.240867145230025,"ENSG00000228526.7"
0,0,0.0264538959032694,0.135556883792177,"ENSG00000234546.4"
0,0,0.246985296129354,0.0106534227741592,"ENSG00000049239.12"
4.68219146245949e-20,0.590550000720357,0.0123338444615415,0.339061884396689,"ENSG00000171621.14"
0,0,0.262462123519921,0.0341833251250466,"ENSG00000284693.1"
0.177229775017764,0,0.00908406028952195,0.063103609201141,"ENSG00000171612.7"
0,0,0.00906667099259275,0.0283454335753519,"ENSG00000188807.13"
0,0,0.704800583291177,0.111124953198496,"ENSG00000171608.16"
0,0,0.607456465886022,0.0677128405094856,"ENSG00000179840.5"
0,0,0.500118962562218,0.189704629184853,"ENSG00000231789.2"
0,0,0.194163814914136,0.0448151302682379,"ENSG00000171603.17"
0,0,0.441061465386357,0.112689626012924,"ENSG00000178585.15"
0,0,0.0373778653904915,0.0654274946477523,"ENSG00000285701.1"
0.235443996192318,0,0.113434001299966,0.0679758832923559,"ENSG00000162441.12"
0,0,0.365891998265479,0.0108347539900746,"ENSG00000173614.14"
0,0,0.0445323267113776,0.0681037748672342,"ENSG00000283611.2"
0.408282630461483,0,0.147254438848862,0.191500460385798,"ENSG00000162444.12"
0,0,0.00333679562369687,0.00608210300194992,"ENSG00000130939.20"
0,0.576756421918357,0.0286454488575695,0.358284558156302,"ENSG00000054523.17"
0.259081199715024,9.25095122507488e-23,0.353887967359099,0.199686412174846,"ENSG00000284735.1"
0.158738762549496,2.47312621582364e-22,0.00161523553840791,0.00101130403385766,"ENSG00000284642.1"
0.0201129811799242,8.59850073926903e-13,0.0431089492458396,0.15323442139169,"ENSG00000142657.21"
0,0,0.000999671088149698,0.031321978434983,"ENSG00000160049.12"
0,0,0.0140864927187089,0.0157515391028231,"ENSG00000142655.13"
0.146331552105304,2.53500872871166e-17,0.262418859063774,0.246098032195388,"ENSG00000287727.1"
0,0,0.328433779033836,0.152101575172527,"ENSG00000130940.15"
0,0,0.236646338885215,0.208691704060197,"ENSG00000272078.1"
0.00260662345738258,3.32516400505806e-14,0.258217057902885,0.493405445720326,"ENSG00000120948.17"
0,0,0.0194760097909268,0.000366361420284269,"ENSG00000009724.17"
0.00524596651039384,0,0.0173564251305268,0.0047873049972061,"ENSG00000116649.10"
0,0,0.0392866702476603,0.526736328836557,"ENSG00000171824.14"
5.68902811981511e-16,0,0.023408266712529,0.0274996525631919,"ENSG00000198793.13"
0,0,0.0285290272517725,0.309866434012322,"ENSG00000171819.5"
0,0,0.0872495024070495,0.0166015015037549,"ENSG00000120942.13"
0.13250641642647,1.48596520130777e-11,0.00875053901984985,0.00220049080285195,"ENSG00000116661.11"
0.0511708423265848,0,0.0379528611052114,0.000117012428708947,"ENSG00000132879.14"
0.0909193367618919,0,0.0692222595968215,0.0909529582329761,"ENSG00000116663.11"
0.38911059759041,9.77131540393384e-15,0.258533787042248,0.0163095688258593,"ENSG00000116670.15"
0,0,0.52286623173291,0.0190631421822001,"ENSG00000162490.7"
0,0,0.525460368551528,0.207169343080285,"ENSG00000177674.16"
0,0,0.454838060821967,0.179009313736622,"ENSG00000177000.12"
0,0,0.0336375479897853,0.137015762627975,"ENSG00000011021.23"
0,0,0.0460983577409651,0.0856131068477033,"ENSG00000285646.2"
0,0,0.126472430510833,0.332385622052743,"ENSG00000116685.16"
0,0.453739545852936,0.00315878993272173,0.510213565980878,"ENSG00000083444.17"
0,0,0.275280624623325,0.460801268555532,"ENSG00000116688.16"
0,0,0.537925767710102,0.016112516669778,"ENSG00000116691.11"
0,0,0.391068651208628,0.0329150357156452,"ENSG00000120949.15"
0,0,0.761117195720645,0.00728299886759175,"ENSG00000028137.19"
0,0,0.0351875831465319,0.303223055092386,"ENSG00000048707.15"
0.00566133910438094,0.628897197853105,0.00837623200406864,0.33886661936081,"ENSG00000162496.9"
0,0,0.406884973707416,0.000515929712126427,"ENSG00000272482.1"
0.0252075211428267,3.68796646341544e-12,0.318467638569191,0.289999072117127,"ENSG00000162493.16"
0.0595874933001852,0,0.293840867087535,0.150602284996062,"ENSG00000116731.22"
0,0,0.224043741216942,0.158312935930267,"ENSG00000189337.17"
0.0495211099295743,2.12979086725858e-12,0.0407368189607989,0.536630637681881,"ENSG00000231606.2"
0,0,0.00809764136786046,0.275778508264083,"ENSG00000234593.3"
1.10557992051972e-16,0,0.0165171813185949,0.46337782226559,"ENSG00000287756.1"
0,0,0.0104354844956161,0.0271165197236125,"ENSG00000175147.13"
0,0,0.375989546210745,0.33409535414887,"ENSG00000171729.14"
0,0,0.0423173718936389,0.437985993959771,"ENSG00000142621.19"
0,0,0.12083491105013,0.00951749466870114,"ENSG00000228140.2"
0,0,0.807437186897314,0.00648342824034571,"ENSG00000142634.13"
0.278705268864354,0,0.452769842271538,0.00184874504973647,"ENSG00000162438.12"
0.030929957551681,1.06328413779423e-22,0.286129644257114,0.00719085224897346,"ENSG00000132906.18"
0,0,0.0517088345735106,0.552307781416553,"ENSG00000116138.13"
0,0,0.164351889806457,0.135685866618243,"ENSG00000116771.6"
0.00401390138597195,4.25746555934857e-12,0.192457661154746,0.34279106314804,"ENSG00000197312.12"
0,0,0.338978701257883,0.0774306965440545,"ENSG00000116786.13"
0.124228561123332,0,0.456435143772941,0.0797151333834211,"ENSG00000237938.5"
0,0,0.00628479414755117,0.139241487750813,"ENSG00000162461.8"
0,0,0.000608207113606994,0.737164603421016,"ENSG00000162458.13"
0.381570562302762,1.41331681482617e-12,0.254168893443345,0.0636924363144722,"ENSG00000233954.6"
0,0,0.0141305382790142,0.0680296676765242,"ENSG00000179743.4"
0,0,0.0276328271194341,0.2739125848553,"ENSG00000065526.11"
0,0,0.0237659861623647,0.00891069012940579,"ENSG00000116809.11"
0,0,0.626342334368944,0.0126374092710918,"ENSG00000173641.17"
0,0,0.0230609960973535,0.391794860008253,"ENSG00000142627.13"
0,0,0.0431571297700531,0.742177734804345,"ENSG00000142632.17"
0.322490640039751,0,0.272792694461466,0.104179490414601,"ENSG00000237276.8"
0.31153728872521,3.16206554707766e-14,0.414274849946042,0.0363337092110972,"ENSG00000288398.1"
0.0327965934683864,8.52210930967988e-12,0.126563155602213,0.197537787086885,"ENSG00000132881.12"
0,0,0.0187002869712854,0.124465491472974,"ENSG00000037637.11"
0,0,0.0304931369619608,0.140407811935647,"ENSG00000055070.17"
0,0,0.0716098998781262,0.0437828716596897,"ENSG00000187144.11"
0.17061511261228,0,0.615140154447302,0.0991964671719827,"ENSG00000157191.20"
0,0,0.104732944236077,0.114242301612654,"ENSG00000226029.1"
0,0,0.0119982722546836,0.00554815287292985,"ENSG00000080947.15"
0.240346081659786,6.30994239639623e-38,0.485034220707079,0.0951376189440722,"ENSG00000233421.4"
0,0,0.22230944762018,0.00769306128343868,"ENSG00000219481.10"
0,0,0.37488475222392,0.221378708377897,"ENSG00000215908.10"
0,0,0.00224607915949179,0.000514508202297582,"ENSG00000058453.17"
0,0.550487204943209,0.0786468538339074,0.334526002026033,"ENSG00000117122.14"
0.0220131743340297,0.481394106031617,0.137780479951993,0.356445608134404,"ENSG00000159363.18"
0,0,0.00169425315185136,0.293884119127134,"ENSG00000117118.9"
0.0252256050658451,3.24743702376219e-12,0.765751077584317,2.68636311117813e-05,"ENSG00000117115.13"
0.0955376925642804,0.191284745660382,0.516716692806333,0.168404042722211,"ENSG00000159339.13"
0.0492403689880554,0,0.842193451629186,0.0636845644999574,"ENSG00000179051.14"
0.0113027203452316,0.515733925071094,0.0258555384805792,0.441776097569005,"ENSG00000074964.17"
0,0,0.646369147728165,0.00318116751101991,"ENSG00000117154.12"
0,0,0.0348863228341883,0.0551207339693529,"ENSG00000280222.1"
0.126028424850622,1.10276805924006e-11,0.00206481008149364,0.000679018634546184,"ENSG00000159423.17"
0,0,0.0101329922885465,6.17161674811103e-05,"ENSG00000169991.11"
0.260902203400798,0,0.430881103739663,0.158965742594733,"ENSG00000272084.1"
0,0,0.231364033794995,0.291088566491027,"ENSG00000127481.15"
0,0,0.267946895683645,0.12576792701951,"ENSG00000230424.1"
0,0,0.0691443094179371,0.0247126987305097,"ENSG00000127463.15"
0,0,0.191445813998807,0.00592016670913484,"ENSG00000053372.5"
0,0,0.0750370598099201,0.0207264211011296,"ENSG00000053371.12"
0,0,0.0021770213534916,0.0170089828562368,"ENSG00000040487.13"
0.261247017429202,4.88286226290180e-13,0.503333664139784,0.00616369997794347,"ENSG00000077549.18"
0,0,0.133152945389019,0.0480562155011405,"ENSG00000240490.3"
0,0,0.116488677169473,0.0978505697874323,"ENSG00000173436.15"
0,0.401351517892948,0.00067450548023365,0.573165260838106,"ENSG00000158747.14"
0.264896373815488,3.44163354943602e-13,0.10970871818378,0.153586109482256,"ENSG00000226396.1"
0.425566870694105,1.89764938631943e-13,0.0182116203630224,0.00552163261161632,"ENSG00000158748.4"
0.274024800468648,0,0.00148843077837273,0.416036347937199,"ENSG00000162542.13"
0,0,0.0443040346835769,0.0119154576202178,"ENSG00000169914.6"
0,0,0.597921984297671,0.0298852875221265,"ENSG00000188257.11"
0,0,0.0225952048711066,0.407844920472294,"ENSG00000127472.11"
0,0,0.753074073186904,0.083404964789979,"ENSG00000162543.6"
0.134724318392784,0,0.218465170957159,0.270195895216599,"ENSG00000162545.6"
0,0,0.0259021208329371,0.00844590475828655,"ENSG00000090432.7"
0.0956352918340908,0,0.72172866078328,0.0288050338494087,"ENSG00000158825.6"
0.126453931040372,1.13006735104099e-14,0.0123030819091385,0.536056943800847,"ENSG00000158828.8"
0.123420775250807,0,0.15291090510307,0.0773799307518363,"ENSG00000117242.7"
0,0,0.403592552978476,0.109277185783161,"ENSG00000244038.9"
0,0,0.0317535554466023,0.313795037068933,"ENSG00000117245.12"
0.0847098674816218,0.495281921179878,0.146273229231883,0.265552632553868,"ENSG00000189410.12"
0,0,0.0753018761911386,0.145084322165089,"ENSG00000127483.18"
0,0,0.0381971125529137,0.00665574653790113,"ENSG00000075151.20"
0,0,0.0886151653974217,0.036716993903326,"ENSG00000117298.16"
0.142839651054188,4.29959236990393e-13,0.272096510658961,0.208800570297116,"ENSG00000236936.1"
0.172476346968485,0,0.403127216863898,0.10563506668977,"ENSG00000231105.2"
0,0,0.0302096312714965,0.0836509976579329,"ENSG00000142794.18"
0.0921332190143833,1.72100126421969e-14,0.175662454097705,0.683558633177291,"ENSG00000162551.14"
0.179700309719839,0,0.485790239273297,0.0203169673232749,"ENSG00000076864.19"
0.1459758652793,0,0.118546540277168,0.0968207003849147,"ENSG00000090686.16"
0,0,0.455271372558395,0.0499597181253026,"ENSG00000187942.12"
0,0.562992215976965,0.00472606429364478,0.429529627289344,"ENSG00000142798.20"
0,0,0.000148076618367936,0.0600968815536104,"ENSG00000218510.8"
0,0,0.29264624017009,0.0944166431491747,"ENSG00000070831.17"
0,0,0.238442173938599,0.00807541218835163,"ENSG00000230068.2"
0.135314107199886,8.64950628570558e-13,0.451834704808709,0.033507998539898,"ENSG00000162552.15"
0,0.53799983162186,0.145698183945468,0.28432519437989,"ENSG00000184677.18"
0.0300504402090788,3.7325188130458e-09,0.694389662791257,0.0413255098857554,"ENSG00000173372.17"
0.117686544834296,0,0.695313396477637,0.0458942799036983,"ENSG00000159189.12"
0.0728946540622673,0,0.766211513271415,0.0653355752922541,"ENSG00000173369.16"
0,0,0.301497294226976,0.0143144632970738,"ENSG00000133216.16"
0.0562564001208312,0,0.0175642225072404,0.0129714786026243,"ENSG00000004487.16"
0,0.487641586472621,0.0147450635177279,0.483443032816269,"ENSG00000169641.13"
0,0,0.336043917950816,0.00171177104992648,"ENSG00000229010.1"
0,0,0.0536234004252536,0.363784884726864,"ENSG00000261326.4"
2.97423994525675e-17,0,0.0205841614807382,0.0213744931554811,"ENSG00000284726.1"
0,0,0.111899789992679,0.0421134366246174,"ENSG00000125944.20"
0.0749206595883359,0,0.241080113925051,0.0236854924609507,"ENSG00000125945.15"
0,0,0.422311370981471,0.0107643240130926,"ENSG00000249087.7"
0,0,0.358554952810713,0.233718711028129,"ENSG00000204219.11"
6.31001824632361e-15,0,0.400212530375506,0.150483998079775,"ENSG00000088280.19"
0,0,0.750315581112764,0.0945237297189196,"ENSG00000007968.7"
0,0,0.00272324332416177,0.424503162787375,"ENSG00000117318.9"
0,0,0.00768469239542657,0.122065160475305,"ENSG00000142676.14"
0,0,0.0107476305788821,0.0169118007246472,"ENSG00000236810.6"
0,0,0.00666503655628287,0.00979653413660189,"ENSG00000011007.12"
0,0,0.33033089189993,0.164148295755834,"ENSG00000057757.10"
0,0,0.223954920673198,0.105381548608692,"ENSG00000011009.11"
0.224190768991149,0,0.522020823381618,0.0880229322426465,"ENSG00000117308.15"
0,0,0.174896167160099,0.00968280206251394,"ENSG00000117305.15"
0,0,0.344262554196325,0.0101091446212248,"ENSG00000179163.11"
0,0,0.270557101364981,0.131752529682933,"ENSG00000189266.13"
0,0,0.103050762612509,0.0772145662261148,"ENSG00000188529.15"
0,0,0.702668453990874,0.103500453231061,"ENSG00000185436.12"
0,0,0.03636106376973,0.00905904206352949,"ENSG00000001460.18"
0.222053776077803,1.10042471109957e-16,0.324357496174647,0.0011808924037199,"ENSG00000001461.17"
0.0411813218742253,0,0.540086992771234,0.0174765058947701,"ENSG00000117602.12"
0,0,0.166372896515241,0.242634039637585,"ENSG00000133226.17"
0,0,0.249730624830832,0.0360266550495337,"ENSG00000169504.15"
0,0,0.842416790147441,0.00103249259160684,"ENSG00000020633.18"
0,0,0.0189773471553602,0.267609593198,"ENSG00000117614.10"
0,0,0.0586080532124748,0.157087601150641,"ENSG00000284602.1"
0.0269550248151864,0.450746831776386,0.205698164313497,0.31472669002513,"ENSG00000284657.1"
0,0,0.31326647176507,0.0812678088671436,"ENSG00000117616.18"
0.153123068295977,0,0.29024902369708,0.140070711635827,"ENSG00000261349.1"
0.311474285698752,0,0.429806529705627,0.0140734201790056,"ENSG00000187010.21"
0,0,0.293658465359305,0.0102820850175877,"ENSG00000183726.11"
0.0135570551454681,1.48452214190999e-12,0.720955829634543,0.117937024146341,"ENSG00000188672.18"
0.0456740637922285,0,0.308996656590054,0.0844785512156439,"ENSG00000204178.11"
0.0863535021523847,0,0.0245760199825638,0.201359633186186,"ENSG00000157978.11"
0.0182856828264725,0.360707567703836,0.0126236568376608,0.582430198522658,"ENSG00000117643.14"
0,0,0.230874400074842,0.0781618161632814,"ENSG00000233478.1"
0,0,0.0443688762236348,0.013406279735413,"ENSG00000162430.17"
0,0,0.0174204195276676,0.0922706344928051,"ENSG00000228172.5"
0.0763876400502652,1.46979462008443e-11,0.00535442910309117,0.226567752743773,"ENSG00000117640.18"
0.122542738326482,3.2133204326096e-14,0.371425232611677,0.186281101573577,"ENSG00000127423.10"
0,0,0.0895403349816448,0.533673382464382,"ENSG00000182749.5"
0.00299183647127633,2.82141315831848e-13,0.898895734255005,0.0155166675277258,"ENSG00000117632.23"
0.0840332661326303,0,0.131938378023364,0.0293228224150318,"ENSG00000158006.14"
0,0,0.000972341469993071,0.578171426600572,"ENSG00000158008.10"
0.218441010709143,1.40534687915864e-16,0.154450476314491,0.0191793504558394,"ENSG00000158022.6"
0.202713060852149,0,0.23949607373791,0.121542297912847,"ENSG00000175087.10"
0.274600952659815,1.12247389339058e-14,0.00465105451871061,0.0214896017667618,"ENSG00000197245.6"
0,0,0.551957049851708,0.175579084792621,"ENSG00000130695.15"
0.104478928713315,1.8205069956475e-12,0.408899186719144,0.0194024077506369,"ENSG00000142669.15"
0.214516716145855,0,0.608856188179249,0.0278015825404995,"ENSG00000158062.20"
0,0,0.433715236626117,0.375870838785436,"ENSG00000169442.9"
0,0,0.122163166215278,0.00229440325471337,"ENSG00000117682.17"
0,0,0.0308729691323775,0.152663208536125,"ENSG00000225891.2"
0.215835628944639,5.32365110510728e-13,0.518838020821228,0.00131197757135898,"ENSG00000198830.11"
0.0419939291422732,0,0.906496812143632,0.0108985804843847,"ENSG00000117676.14"
0,0,0.000887805846124819,0.0093002287601401,"ENSG00000243905.3"
0,0,0.00528491407313835,0.212666233599282,"ENSG00000260063.1"
0,0,0.357505431711291,0.267736017661445,"ENSG00000117713.20"
0.164583603658945,0,0.256865028713289,0.137928013482488,"ENSG00000060642.10"
0,0,0.273114224929041,0.246007002741415,"ENSG00000204160.12"
0,0,0.0464864596456255,0.064646809346545,"ENSG00000142751.15"
0,0,0.174565342666757,0.207744654936908,"ENSG00000198746.13"
0.0377176453578414,0,0.0592589410004031,0.530458708854214,"ENSG00000090273.14"
0,0,0.0133888546599942,0.333567225096124,"ENSG00000253368.4"
0,0,0.0020848237496215,0.00256284194487357,"ENSG00000158246.8"
0,0,0.0171388432913272,0.00717348161233056,"ENSG00000090020.11"
0,0,0.078662460096805,0.111707325108596,"ENSG00000142784.16"
0,0.555878222869206,0.0866108514505944,0.32477814286415,"ENSG00000186501.14"
0.0837250242904394,0,0.340735931476559,0.120656633354879,"ENSG00000241547.1"
0,0,0.560455182736987,0.11045005197726,"ENSG00000142765.18"
0,0.486745259217638,0.00773732681728159,0.465637242145017,"ENSG00000142733.17"
0,0,0.00605056618208813,0.0108850510865131,"ENSG00000181773.7"
0,0,0.22930551732963,0.288325827216474,"ENSG00000158195.11"
2.4922786940411e-16,0,0.341939029672724,0.0126191335990141,"ENSG00000241169.1"
0,0,0.664118921238737,0.0241297847745855,"ENSG00000126705.14"
0,0,0.723920466370502,0.0257989184759011,"ENSG00000000938.13"
0.0466281855846296,0,0.261967598159746,0.0727580583942147,"ENSG00000235912.1"
0,0,0.0198218681747725,0.324041685926792,"ENSG00000126709.15"
0.0023827603982222,4.2835141924796e-13,0.144315345432236,0.0013686225864246,"ENSG00000009780.15"
0,0,0.22029928796481,0.0336540057994691,"ENSG00000117758.14"
0,0,0.0548989193822692,0.0587547422413581,"ENSG00000269971.1"
