"ensg","F_prim","FDR_prim","F_diff","FDR_diff","maxlfc_prim","maxlfc_diff","EPI_p","META_p","SCAT_p","EPI_d","META_d","SCAT_d"
"ENSG00000186891.14",11.8238455544085,0.013083092772185,1.71638717913762,0.968097019902967,4.87692265261151,1.57544813615972,0.941632479125572,2.96218657241339,0.228142333700151,0.472218610781779,0.375244609794882,0.236612623032542
"ENSG00000186827.11",1.04632270405213,0.56859996593889,0.604315276704241,0.968097019902967,1.67338728022008,1.16296826588215,1.01192595136888,1.65871733081938,0.655778794583818,0.032059085460332,0.0359925308377308,0.0291906529160409
"ENSG00000078808.17",2.97970838659196,0.224484595113285,0.555856746846282,0.968097019902967,0.858913535140031,0.234269123984796,6.33570353163141,6.66899852419444,6.01067587976177,7.1842402405601,7.56376303418923,7.32357374205278
"ENSG00000176022.7",0.0909300824841242,0.951478092112469,1.13777612367129,0.968097019902967,0.256864754452555,0.465939792481714,3.18355370067913,3.83595284242985,3.62592355394665,4.21024564652542,4.29228197933037,4.0056305432738
"ENSG00000184163.3",1.52801946302596,0.444993523205049,0.182717078708359,0.974536936760647,1.66887046605721,0.47053903760861,0.232719374782075,0.857795826767093,0.113138008844068,0.427688240277949,0.516470434135459,0.541017073648573
"ENSG00000260179.1",2.18654905564757,0.321485768087632,0.950314181905877,0.968097019902967,2.47527647413284,1.51019682494187,0.116178448293052,1.32436114625985,0.0866797639287861,0.784797913720453,0.388802835268375,0.26709263941876
"ENSG00000160087.20",3.2975827019503,0.196074672911359,1.84618072591355,0.968097019902967,0.889379756131119,0.44575943015489,4.42619667604966,5.77519027693923,4.68791966093483,5.13501583392053,5.10976477319714,4.93312924047912
"ENSG00000230415.1",1.02527925155146,0.57473540367633,1.84629606280757,0.968097019902967,1.65254742249092,1.84366069871484,0.553261444205039,0.839198463621643,1.34822049730413,0.916501986298488,0.271440887951083,0.497517913996282
"ENSG00000162572.21",0.186825911174094,0.902478556692552,0.436696080862387,0.968097019902967,0.599442221063302,0.355825764935561,1.57555019521047,1.46835921402349,1.77715927219246,1.43766103366783,1.48324391825354,1.60238508708405
"ENSG00000131584.19",0.557026849898151,0.735253925762161,3.01613187413634,0.968097019902967,0.49076294635091,0.575182746006833,4.98506196658244,5.70764710305406,5.00917777337033,5.77857962418032,5.43903749928907,5.59531025775964
"ENSG00000169972.12",6.42955649979651,0.0603149911854552,0.263581009437956,0.969205568629631,2.73162460043644,0.25742169605472,2.15322775593979,2.93302294793456,1.06091227621421,2.27545918862209,2.5138354066205,2.32313693409124
"ENSG00000127054.20",0.948576493966981,0.596884228305234,0.631764787600961,0.968097019902967,0.667377217932896,0.273948388526536,4.73470849677763,5.19932420905349,5.63940330207456,5.93777885618832,5.87823550659486,5.84191051729751
"ENSG00000240731.1",6.52063899160674,0.0586534324148235,1.86707856114636,0.968097019902967,2.85895886706183,1.30513858363652,0.306561473772239,1.34805215533837,0.826237397523897,1.35964025587499,0.924248114594944,0.699843307574257
"ENSG00000224051.7",1.16236020970972,0.535215400410987,1.15180033962762,0.968097019902967,0.880733910199399,0.622169095581691,2.98066483359209,3.34065916283263,3.84995434898534,2.40658035660868,3.44141702837923,3.32729850881445
"ENSG00000169962.5",2.06685234691464,0.340381586497205,0.496691992926327,0.968097019902967,1.63413275790431,0.372111844974093,0.661609644356372,1.88514396872158,0.756949355825062,0.958286038426275,1.24097183407018,1.51069253206527
"ENSG00000107404.20",2.77524695017913,0.245700002759792,1.14525182427639,0.968097019902967,1.57975179738341,0.351623543994358,4.38796621971112,4.14101910100536,5.7340386379454,5.46623245549785,5.38877945162032,5.343744987581
"ENSG00000162576.16",8.1858219161762,0.0353035243115047,0.282835537332568,0.969205568629631,2.04179946673673,0.369427391123009,7.01232341485316,5.56572606415075,6.88326445435954,7.65955235577861,7.55898294699497,7.68902379199865
"ENSG00000175756.13",1.07803108297273,0.559093818235998,0.184642883316001,0.974369197194953,0.536721753243606,0.137829010461181,5.09632235219452,5.39976011242698,5.82452682152408,5.0857994708705,5.42433840304379,5.55049062067137
"ENSG00000221978.12",2.59046071030965,0.267199724390265,0.380783920075068,0.968097019902967,1.07882270110929,0.296731363813235,4.91260594508958,6.32069981564991,6.39950242772765,6.04925612691595,6.63296509346418,6.79911133587275
"ENSG00000224870.7",0.639462254861865,0.703688585827159,0.0181033350936673,0.996256562914887,0.692173065279271,0.0608225985133371,2.7482275390833,3.68599894135811,3.02469825760134,2.40743507428472,2.87268290190133,2.83390722821555
"ENSG00000242485.6",0.568141536333056,0.730377794255313,0.730381362250738,0.968097019902967,0.443040241470546,0.228449225742622,4.65765812615152,4.70139961892783,4.73643707910257,4.64635762871878,4.81675505795494,5.0408649827827
"ENSG00000272455.1",3.3755564559218,0.189356850744429,0.425551797587914,0.968097019902967,2.17319901576673,0.66327237645897,0.222489688922701,0.457074099463096,0.997829168848005,1.33329901003506,0.959517926043794,0.992652050991478
"ENSG00000235098.8",2.27384485528417,0.308001584071578,1.40832457514164,0.968097019902967,1.47422903075126,1.01625540055036,3.54489943527041,2.76844971267626,3.57454629292896,1.84994625353893,1.30243576891259,1.83362852349454
"ENSG00000225285.1",0.822612797392905,0.639024159831406,0.383664681519351,0.968097019902967,1.28958800372469,0.649189044462247,0.556493583349688,0.368762878450853,0.727989037345642,0.134168734400775,0.278708668665033,0.151810185252286
"ENSG00000179403.12",3.46860833209906,0.182107762048868,1.38529511594932,0.968097019902967,1.75034693805035,1.25300692658497,4.89322868280447,3.80110022927399,3.37687961202854,3.89838458280692,3.74642992949428,3.19773595252697
"ENSG00000215915.10",2.38917073521035,0.291601806080512,0.698128631385051,0.968097019902967,1.96345939283436,1.45817086502547,1.14438369630068,1.49814340075212,0.56735515074672,0.247386774206038,0.444833366252677,0.251415372684284
"ENSG00000160072.20",2.46673932214455,0.281509095821475,1.27769211517286,0.968097019902967,1.24643786000416,0.69825604777693,2.88388851983295,4.46654736532573,2.87983331747805,4.2878849398297,3.99478262368274,3.76196001214024
"ENSG00000197785.14",2.57218003372573,0.269389527890618,0.519488088565124,0.968097019902967,1.1893433667004,0.268354741498805,3.25117238333172,4.38074680353486,2.9029607613131,4.10193333137162,4.33147884995243,4.18090792817768
"ENSG00000205090.9",3.8529282782861,0.155751944357563,0.202793070923245,0.97304953403307,2.7835347862898,0.28121557531225,0.879460749717214,0.623667055848205,1.89647693310236,0.612890231157157,0.865966964044249,1.03106339372769
"ENSG00000160075.12",0.515742134975081,0.751284805589234,0.181139410998101,0.974748725243816,0.34966045755959,0.130130125140416,5.47504326156815,6.16773776994227,6.31454726665821,6.38146076162598,6.46903500181895,6.46949306523716
"ENSG00000215014.5",1.28021790122735,0.503183208405869,0.492809117866262,0.968097019902967,1.46996341624659,0.61450550494169,0.995692080327978,2.14592560747815,1.29404792399777,0.738656820007395,1.0325791286251,1.15899082826544
"ENSG00000228594.4",1.93210479938078,0.36290417308037,0.0251108260419907,0.995078822717241,2.57318441474137,0.13388011245546,0.655929562320746,1.84599439433764,0.183806194620152,2.1126390605834,2.36798339195339,2.33811880074231
"ENSG00000272106.1",0.36666400447511,0.815406761894832,0.72842467677404,0.968097019902967,0.90198112667287,0.794783464068259,1.32407553061386,1.39207491847249,1.64325392553672,2.29855906285759,1.83071312986106,2.13207582940554
"ENSG00000197530.12",0.409586474189473,0.797071617711067,0.860606779497928,0.968097019902967,0.431115114299559,0.352392646809715,4.7462964715791,5.37073962451134,4.67668223075563,5.10862548133655,5.12116065177648,4.94985439780221
"ENSG00000248333.8",0.932075700505624,0.60214181971257,0.649817142063354,0.968097019902967,0.619682452902571,0.396877118817083,4.93193589032409,5.87079730872987,5.11466432417742,4.36331277231701,5.31567753492606,5.23564279415667
"ENSG00000189339.12",1.30221081872877,0.498077316898929,0.653354714347295,0.968097019902967,0.635424180906565,0.417211155621716,4.073627782424,4.85822645642868,5.00891217151634,5.67061497618969,5.35398595329128,5.51957625120686
"ENSG00000269737.2",1.34908546482753,0.486829342716763,0.582871833933641,0.968097019902967,1.35069608196409,0.434308783778328,0.324602513603413,1.11363182967696,0.79196135766588,1.57225576632904,1.53525946606413,1.66405673250621
"ENSG00000008128.23",2.55700109577136,0.271341789300985,1.26329046797878,0.968097019902967,2.65758292710039,0.647880878782254,0.378140251242266,0.671347681756653,1.59223793471032,0.945822576922866,1.05643272196726,0.853064412935225
"ENSG00000268575.1",0.141745689471062,0.924402123703062,0.847623407234172,0.968097019902967,0.483100487371064,1.10757696379418,1.37927344240906,1.65325705691468,1.65245956570018,2.52836141731418,1.86232933971045,2.27834821326977
"ENSG00000215790.7",0.135407272721199,0.928010628782274,0.37888275332547,0.968097019902967,0.464357510926918,0.406441834183529,2.32160555236132,2.34231181605418,2.50414382209624,3.46896744493847,3.32682567959689,3.63773285110035
"ENSG00000008130.15",1.89315907494966,0.370020429762398,0.348916813255576,0.968097019902967,0.868235790362331,0.256440098060348,5.17688375367268,6.63823954666956,6.0712366605441,5.32443505641133,5.76863792094248,5.95364073845581
"ENSG00000078369.18",2.44651427386879,0.283764532769298,0.853663403578058,0.968097019902967,0.686092622783485,0.569265568168678,8.23719563546917,8.59309856506042,8.17644036364802,7.60820243378463,8.50631862723223,8.27675992712039
"ENSG00000231050.1",6.80254470286484,0.0537877167184507,1.34024359159094,0.968097019902967,3.43198904759176,1.16188312032207,0,0.757275758039974,0.927715572885544,0.235754310749729,0.21196040868916,0.464226081502998
"ENSG00000067606.17",3.88525663829899,0.153950045518325,0.244510134502709,0.969797370001764,2.72210003111157,1.01438673999028,1.08643365063555,1.7844546622897,0.293579006346787,0.0934117676143147,0.258676889092858,0.306559005389084
"ENSG00000162585.17",0.277739370087017,0.857233094935597,1.14303978086466,0.968097019902967,0.353055423516221,0.605536422276341,4.09468759078265,4.29174168381738,4.43540368192352,4.86112052508357,4.39665900079337,4.33371652119235
"ENSG00000157933.10",0.416805591393273,0.793817312982711,0.124995452103182,0.980023217993196,0.332982177949348,0.192403057624094,7.38350574141136,7.93614689357222,7.64977864294131,7.28172297384328,7.45286843807463,7.29799099447022
"ENSG00000287356.1",1.85516511643447,0.377168118478719,3.24867360967926,0.968097019902967,1.71464547897765,1.93914132705815,2.34760388816132,1.97474988759242,1.38607883468413,1.08849567838225,0.698307564402887,0.470002810467083
"ENSG00000116151.14",0.221448282690632,0.885751320106675,2.64330244697118,0.968097019902967,0.508197930637077,0.760478159438853,2.63897186572909,3.04193067122665,2.37737429078215,3.64764317675088,3.60897000299801,3.23958661038727
"ENSG00000269896.2",0.599851762293415,0.717559854713983,2.3309436571406,0.968097019902967,0.919206966941676,1.09787764240021,0.436047887789117,0.555463095910334,0.774277236249396,1.23219641297701,1.02890753547359,0.849661507607371
"ENSG00000157916.20",1.22462812902013,0.518211836747391,0.140137669377575,0.978667194736036,0.613676208064083,0.109251873266642,4.22583871220125,4.96586122504627,5.19093541214897,5.69100350827438,6.11355629484864,6.00316636173639
"ENSG00000157911.10",4.37770931307619,0.126315784732903,0.519195102970599,0.968097019902967,2.28011826475199,0.323981589278777,2.8632057015413,2.51279414690587,4.22385915914433,2.94856936733986,3.60799670037548,3.75905524576913
"ENSG00000149527.18",4.96141147065024,0.10066582561401,0.0122893417435761,0.997805837736736,2.95102458968262,0.0911244921423736,1.89245699844084,3.17313766253415,0.999632477926721,0.473628999157386,0.597001909833085,0.553118612444769
"ENSG00000157881.15",2.18707887222891,0.321399588516661,0.759763704639061,0.968097019902967,1.62090092561889,0.391632690073992,3.1669751616759,4.6825822081039,2.67487628269757,3.71767169149818,3.72987221586931,3.60351628005394
"ENSG00000272449.2",5.33955519686264,0.0876334832556251,0.252300509889269,0.969545142553113,2.84018781467566,0.693268967038624,1.47769774608062,2.93219583311207,0.759836103314863,0.059410201928703,0.19350366735146,0.243603835990902
"ENSG00000238164.6",11.6485245808287,0.0135642011297676,0.0698955704750177,0.987750365204195,4.28442909163172,0.194298735121688,1.43313512437648,3.30375513757945,0.573289917411465,0.448694593386603,0.673251328749834,0.627652768712473
"ENSG00000157873.17",3.26436335066014,0.198662011232826,0.97329638128436,0.968097019902967,1.47841403930136,0.595807613748808,4.63163444050469,5.71739082394104,3.92951175159823,4.69848139168059,4.28881474413159,4.64610883117521
"ENSG00000225931.3",1.29676425345269,0.499332170597077,3.40369131284987,0.968097019902967,2.24680720585387,1.87488124116575,0.658625425696037,1.64502539749105,0.823433695132364,0.0922341378131487,0.186576698113909,0.0611596847781021
"ENSG00000157870.16",2.22922038266897,0.314652294118291,1.10999831119335,0.968097019902967,1.43633551587283,1.10683393411024,3.21277342031761,4.20276332259423,2.37424930346497,3.78242078334233,2.87988668032912,2.94448531984543
"ENSG00000215912.12",1.91903130033909,0.365462757528249,0.0206950128520067,0.995882151242649,1.86489587556057,0.0808696906427977,0.477405138101772,0.868975862277715,0.977968908125473,1.13722061744729,1.48184842294745,1.51868355135083
"ENSG00000177133.11",5.61496008281262,0.0792635877324229,0.132912103744047,0.979704634687599,2.83053309945518,0.350993055170671,1.10763787943044,0.66152170076832,1.7703461898227,0.823976008461779,0.982805952332856,1.11363597069949
"ENSG00000142611.17",3.56536168782081,0.175505565261196,0.128599148888594,0.980023217993196,2.75994723216906,0.230456989868679,2.80634576032101,1.69464626961319,3.4244652771678,3.05458018595273,3.29118960310123,3.60701889464754
"ENSG00000286518.1",0.612034669412311,0.713517892730638,0.0787039362948326,0.986789522287916,1.2795905746516,0.257800406567298,0.24434790468873,0.15208676748183,0.42293974340854,0.519730300860779,0.79912662505369,0.878965541947644
"ENSG00000130762.15",10.8792212101887,0.0165855371842081,0.803307031727835,0.968097019902967,3.4757713890768,1.20576058104598,0.481457003728407,0.8285377729058,2.51453423566981,0.398563701804098,0.751534605617218,0.368719752720344
"ENSG00000162591.16",0.827223594073429,0.637520234750776,0.92905719670528,0.968097019902967,1.18755972846786,1.01645795295113,3.00064705291181,3.57055316032565,2.25784336205007,4.94146868712389,5.03829192090305,4.23923530426959
"ENSG00000158109.15",0.486114385019421,0.764120784303938,0.278572990459208,0.969205568629631,0.470943536730227,0.150889402190886,3.93650777309066,4.39566100407552,4.7092765197526,4.54567952890761,4.85277730419571,4.99696972228786
"ENSG00000116213.16",1.59401307612278,0.430018550921989,0.0801212408639334,0.986747763026391,1.29140784158987,0.101889493234331,2.3605242411697,3.64590848117274,2.34075757911604,2.89199702677585,3.20532848513812,3.22533295910897
"ENSG00000227372.12",1.31580421896924,0.495020952382809,0.0610082038164442,0.990332410514722,0.670169443321415,0.0727988914056345,4.25230202554952,4.33409206994854,4.82814421278329,4.44361932647365,4.87207630234559,4.8134773931481
"ENSG00000235169.8",11.5780710939345,0.0138263376069156,0.400180932794224,0.968097019902967,4.97866037681034,1.16167340293352,1.895709387667,4.01580800631538,0.542332687218195,0.607920896059698,0.247578779358237,0.31468903996801
"ENSG00000130764.10",0.159215347105233,0.915635277586559,0.714399921274404,0.968097019902967,0.216043365037248,0.465852015721369,4.83094052028429,5.429715045187,4.99793044962932,5.34861689103844,4.97880366621558,5.0975692909771
"ENSG00000116198.13",0.833635571534148,0.635300402147595,0.899412034036876,0.968097019902967,0.523445856976444,0.458126893516637,4.61082093105748,5.37302308777057,5.50057466407819,5.84097982928008,5.60683810475901,5.49940131645224
"ENSG00000169598.15",0.405398785932619,0.799060750267662,1.01531705111535,0.968097019902967,0.800762036848563,0.652218299312454,1.93429181317483,1.92830291689909,1.5337784991434,2.82126406063903,2.71391228503891,2.52983570498273
"ENSG00000198912.11",0.0199042411433629,0.989004064919913,0.137386824399759,0.978801659462243,0.105206542069192,0.126075666972986,3.13870403742301,3.68497173380795,3.32490758524163,3.37175494711785,3.83625718995809,3.7457087045402
"ENSG00000236423.6",0.705336177251703,0.679840954104148,0.640424606807707,0.968097019902967,1.26574255011954,1.0644332409634,0.197914948258127,0.480133630981806,0.538888707126672,1.44800117445244,0.864942407843688,0.860504980127842
"ENSG00000131697.18",3.2656339832592,0.198598238483902,1.08234468853577,0.968097019902967,1.7259546460256,0.325105421030394,3.05809158182119,4.61664969215966,2.85449132682154,4.04865370081852,4.35538636151751,4.07938738752677
"ENSG00000069424.15",13.8397032196765,0.00822140863004381,0.925508712835709,0.968097019902967,3.89476652575067,0.415471365387309,4.80003813852218,5.81693137446112,2.2043622825459,2.00645975490294,2.44369455390825,2.67040020540849
"ENSG00000116251.11",0.660502710733737,0.695722014575985,0.346799521870567,0.968097019902967,0.522256507319102,0.283576267576438,3.97254419508556,4.13496890989693,4.55664727859043,4.08973309691088,4.9385051183979,4.95093564325202
"ENSG00000158286.13",1.63350360448972,0.422010113584669,0.420964305016475,0.968097019902967,1.79688488010947,0.395122892344964,1.35241326626092,2.31092403943939,2.53691479562545,2.73956001816675,2.79422478710055,2.71833023354773
"ENSG00000116237.16",1.66919970496824,0.414892114079753,1.12548649043254,0.968097019902967,0.760865475807232,0.951610891842737,4.56024977826257,4.66294270725141,5.40754994258854,7.10794893814163,6.28509612445231,6.36131451023934
"ENSG00000158292.7",2.42792467900076,0.286514965279836,1.0776473324341,0.968097019902967,1.33253530291383,0.872984021477412,3.70327617710717,3.05206575525495,4.15306037921639,3.07446761042402,2.96863299188951,3.79076016827847
"ENSG00000097021.19",0.449087348812274,0.779978538694135,0.379849474949073,0.968097019902967,0.808487425086783,0.4019526326059,2.6574190739462,3.25353978589898,2.37429544618871,3.01533102809306,3.43690425951895,3.09795291971537
"ENSG00000187017.17",8.00452285656554,0.0372488372347372,2.07471923742874,0.968097019902967,4.31380847756328,2.19785484370714,2.26286384793585,4.81081932405151,1.12718975010062,0.170321175538965,0.0475701625282847,0.146155493988108
"ENSG00000215788.10",0.979501337438389,0.588108061792807,0.992190297903505,0.968097019902967,0.765576817682839,1.32113881509828,2.80130935346469,3.36169358817498,3.7141475778111,0.923607481625728,0.993495263944942,0.738603229127467
"ENSG00000171680.22",2.35711610428022,0.296049479580162,0.0315816913418599,0.995047793484076,1.54292055133215,0.22339325552387,5.17387512373985,3.96330000132725,5.84073743757801,2.16202901923653,2.6373597223807,2.56662902894372
"ENSG00000162408.11",0.565893737003792,0.731172563608078,0.976157072117182,0.968097019902967,0.388424052622646,0.59828842777211,4.32367538596276,5.07989161743899,5.04991989336715,5.89185971071459,5.49726850012055,5.37277982265336
"ENSG00000173662.21",0.622828017516931,0.70962840479113,0.485385623888805,0.968097019902967,1.05465017659801,0.724963840426474,0.772561497450456,1.8076131763702,1.29610542430191,0.49928417646843,0.402976958908961,0.501979088068343
"ENSG00000204859.13",0.244081019702551,0.872922880781122,0.131615294563811,0.979704634687599,0.350737733666804,0.228181078276408,3.41452311713339,4.11162849917971,3.57170929078158,2.83332864482392,3.40555521853303,3.61045117140531
"ENSG00000162413.16",1.37313087994823,0.481225174075986,0.198834233541415,0.97304953403307,0.849146059967081,0.23396409963311,5.27007229936561,6.6734569276209,5.96334706397547,5.43889869041793,5.57613973287448,5.76374068162146
"ENSG00000116273.6",0.794659534919404,0.648233140224806,1.20667745641587,0.968097019902967,0.792679499025112,0.510613382792937,3.54489076477671,4.69484660867157,3.69832012336457,3.25997597455514,4.22574537303076,4.02939742638454
"ENSG00000041988.15",1.96140741477597,0.358176058863467,0.0711440810106277,0.987750365204195,1.24169180472218,0.105343996195002,2.63361394168004,3.57621601968585,3.90972716390686,3.04289921219955,3.29214236888092,3.30614619648227
"ENSG00000007923.16",1.66561591963816,0.415552631886436,0.00110712574002971,0.999640623980524,0.606093636377357,0.00936979367755704,4.64473252004805,5.29520588259684,5.6623535915736,5.62961953621929,5.91549363243009,5.91585189824272
"ENSG00000237436.1",0.525295508087022,0.747401121002475,0.427499124996153,0.968097019902967,1.09898542805013,0.840279747080956,0.679532462742027,0.761329146489623,1.06151477311371,0.106157799593475,0.352112726944727,0.273520258445656
"ENSG00000171735.19",0.613160164012747,0.713268052228804,0.581592513914354,0.968097019902967,0.478656856939813,0.253082592081281,4.37087678937692,4.62692347188957,4.28564482762218,3.12618300398565,3.7138132906672,3.48142906436171
"ENSG00000049245.13",0.404726386415258,0.799288062226756,0.203141556410273,0.97304953403307,0.343243978988492,0.123058905035899,5.63834579962921,5.83059454584076,6.1729805126056,5.85616097859903,6.11806250639712,6.23618254745715
"ENSG00000049246.14",4.67416412762837,0.112809986175388,0.882976677457022,0.968097019902967,1.82492702155906,0.492805220274524,6.48871084254478,5.29084083790402,7.58179361008401,5.00399890634068,5.33057356257076,5.80575679858786
"ENSG00000049249.8",13.8873802066794,0.0081385953178554,1.59934139906971,0.968097019902967,4.86568314445109,2.26640847325071,1.52231430141836,2.6380231731716,0.245437274860841,1.34960202808279,0.769371745198235,0.431436445019898
"ENSG00000116288.13",2.1594094918448,0.325686908465472,0.189589520785775,0.973603137965304,0.831339378505946,0.163799322681343,5.20349295403749,5.02763775752193,5.89283716285534,5.93644131006178,6.46298839404619,6.30065500081318
"ENSG00000284747.1",0.813072995950071,0.642104657462399,2.4127495644949,0.968097019902967,1.39731339689314,0.811875433800599,1.27419018259761,1.8786080917964,2.28300407997777,0.998662290502394,1.7311250930851,1.24866326549097
"ENSG00000284716.1",4.06194080129575,0.143714670056133,0.790995991259057,0.968097019902967,2.7116147841344,1.7941404317078,0.367639966076399,1.2054568842563,1.44516517279052,0.77889320030147,0.23920113176603,0.104105013431629
"ENSG00000116285.13",2.11145513206723,0.333221935736961,0.893222197000243,0.968097019902967,1.00807136415208,0.533730921267105,6.54720203133285,6.11482419204157,6.46904965676109,5.94695333744023,6.91429892326171,6.54333569184267
"ENSG00000238290.1",0.236709211463057,0.87714913077885,0.268819062218411,0.969205568629631,0.630947092463475,0.647839455349835,1.58757275019622,1.53177929252226,1.36282938604612,0.253275528182293,0.564291295675886,0.403761991076455
"ENSG00000162426.14",3.95265972486619,0.149483747507726,1.21968037464177,0.968097019902967,2.63288023425125,0.629947620782963,0.830984816428573,0.756652838441967,1.77855118818218,1.2624728414128,2.08502356717271,1.78825437519286
"ENSG00000142599.19",3.51967348314863,0.178746204328756,0.516445670061872,0.968097019902967,0.820354408686242,0.253156349498787,7.03625933538773,7.46296413561945,8.26477280037375,6.95772374644007,7.35970932829353,7.47695066956922
"ENSG00000232912.6",3.49075753017131,0.180474787001887,0.418842873519489,0.968097019902967,2.15946011160173,0.421256943284151,0.453360882049184,0.486963019016026,1.28031245267463,0.735412839154585,1.23055294583011,1.11196519159391
