ensg_b,symbol,name
ENSG00000261338,,
ENSG00000261349,,
ENSG00000261351,,
ENSG00000261360,OTULIN-DT,OTULIN divergent transcript
ENSG00000261366,MANEA-DT,MANEA divergent transcript
ENSG00000261369,ITFG1-AS2,ITFG1 antisense RNA 2
ENSG00000261371,PECAM1,platelet and endothelial cell adhesion molecule 1
ENSG00000261373,VPS9D1-AS1,VPS9D1 antisense RNA 1
ENSG00000261377,PDCD6IPP2,PDCD6IP pseudogene 2
ENSG00000261379,,
ENSG00000261386,,
ENSG00000261396,,
ENSG00000261404,PSMD7-DT,PSMD7 divergent transcript
ENSG00000261408,TEN1-CDK3,TEN1-CDK3 readthrough (NMD candidate)
ENSG00000261420,MPC1-DT,MPC1 divergent transcript
ENSG00000261423,TMEM202-AS1,TMEM202 antisense RNA 1
ENSG00000261429,DPPA2P4,developmental pluripotency associated 2 pseudogene 4
ENSG00000261441,POLG-DT,POLG divergent transcript
ENSG00000261442,MGRN1-AS1,MGRN1 antisense RNA 1
ENSG00000261451,,
ENSG00000261455,LINC01003,long independently transcribed non-coding RNA 1003
ENSG00000261460,LOC105370887,uncharacterized LOC105370887
ENSG00000261468,,
ENSG00000261471,COTL1-AS1,COTL1 antisense RNA 1
ENSG00000261474,,
ENSG00000261485,PAN3-AS1,PAN3 antisense RNA 1
ENSG00000261488,TBILA,TGF-beta induced lncRNA
ENSG00000261490,,
ENSG00000261505,,
ENSG00000261513,,
ENSG00000261528,CCNYL7,cyclin Y like 7 (pseudogene)
ENSG00000261529,,
ENSG00000261534,,
ENSG00000261535,,
ENSG00000261542,,
ENSG00000261544,,
ENSG00000261546,,
ENSG00000261553,,
ENSG00000261556,SMG1P7,SMG1 pseudogene 7
ENSG00000261560,,
ENSG00000261572,,
ENSG00000261578,,
ENSG00000261592,,
ENSG00000261596,,
ENSG00000261609,GAN,gigaxonin
ENSG00000261616,TTC23-AS1,TTC23 antisense RNA 1
ENSG00000261618,LINC02605,long intergenic non-protein coding RNA 2605
ENSG00000261625,,
ENSG00000261630,,
ENSG00000261635,,
ENSG00000261644,CYLD-AS1,CYLD antisense RNA 1
ENSG00000261646,,
ENSG00000261652,PIERCE2,piercer of microtubule wall 2
ENSG00000261654,,
ENSG00000261659,,
ENSG00000261663,ECI1-AS1,ECI1 antisense RNA 1
ENSG00000261668,,
ENSG00000261669,,
ENSG00000261692,,
ENSG00000261701,HPR,haptoglobin-related protein
ENSG00000261716,H2BC20P,"H2B clustered histone 20, pseudogene"
ENSG00000261732,,
ENSG00000261737,,
ENSG00000261742,LINC00922,long independently transcribed non-coding RNA 922
ENSG00000261758,STAG1-DT,STAG1 divergent transcript
ENSG00000261770,,
ENSG00000261786,,
ENSG00000261794,GOLGA8H,golgin A8 family member H
ENSG00000261799,,
ENSG00000261801,LOXL1-AS1,LOXL1 antisense RNA 1
ENSG00000261819,KIAA2013P1,KIAA2031 pseudogene 1
ENSG00000261824,LINC00662,long independently transcribed non-coding RNA 662
ENSG00000261837,,
ENSG00000261840,SRCAP-AS1,SRCAP antisense RNA 1
ENSG00000261868,MFSD1P1,major facilitator superfamily domain containing 1 pseudogene 1
ENSG00000261872,,
ENSG00000261873,SMIM36,small integral membrane protein 36
ENSG00000261879,ZNF594-DT,ZNF594 divergent transcript
ENSG00000261884,,
ENSG00000261888,,
ENSG00000261889,,
ENSG00000261916,,
ENSG00000261924,LOC400627,uncharacterized LOC400627
ENSG00000261934,PCDHGA9,"protocadherin gamma subfamily A, 9"
ENSG00000261971,LOC124900372,sialidase-like
ENSG00000261997,,
ENSG00000262001,DLGAP1-AS2,DLGAP1 antisense RNA 2
ENSG00000262049,,
ENSG00000262050,,
ENSG00000262061,RPH3AL-AS1,RPH3AL antisense RNA 1
ENSG00000262074,SNORD3B-2,"small nucleolar RNA, C/D box 3B-2"
ENSG00000262118,MTCO1P28,MT-CO1 pseudogene 28
ENSG00000262119,,
ENSG00000262155,LINC02175,long independently transcribed non-coding RNA 2175
ENSG00000262172,,
ENSG00000262185,TRIDDENT,TRIM28 interacting DNA damage repair enhancing non-coding transcript
ENSG00000262202,,
ENSG00000262209,PCDHGB3,"protocadherin gamma subfamily B, 3"
ENSG00000262246,CORO7,coronin 7
ENSG00000262265,,
ENSG00000262312,,
ENSG00000262333,HNRNPA1P16,heterogeneous nuclear ribonucleoprotein A1 pseudogene 16
ENSG00000262370,,
ENSG00000262380,,
ENSG00000262402,MCUR1P1,MCUR1 pseudogene 1
ENSG00000262406,MMP12,matrix metallopeptidase 12
ENSG00000262420,TXNDC11-AS1,TXNDC11 antisense RNA 1
ENSG00000262454,MIR193BHG,MIR193b-365a host gene
ENSG00000262468,LINC01569,long independently transcribed non-coding RNA 1569
ENSG00000262480,SAMD11P1,sterile alpha motif domain containing 11 pseudogene 1
ENSG00000262503,SPICP3,Spi-C transcription factor pseudogene 3
ENSG00000262539,,
ENSG00000262576,PCDHGA4,"protocadherin gamma subfamily A, 4"
ENSG00000262580,,
ENSG00000262652,,
ENSG00000262655,SPON1,spondin 1
ENSG00000262663,,
ENSG00000262691,,
ENSG00000262766,,
ENSG00000262772,LINC01977,long intergenic non-protein coding RNA 1977
ENSG00000262777,CRK-AS1,CRK antisense RNA 1
ENSG00000262803,,
ENSG00000262814,MRPL12,mitochondrial ribosomal protein L12
ENSG00000262833,LOC101928855,uncharacterized LOC101928855
ENSG00000262877,,
ENSG00000262879,,
ENSG00000262902,MTCO1P40,MT-CO1 pseudogene 40
ENSG00000262903,CTNS-AS1,CTNS antisense RNA 1
ENSG00000262919,CCNQ,cyclin Q
ENSG00000262943,ALOX12P2,arachidonate 12-lipoxygenase pseudogene 2
ENSG00000262966,LOC101928266,uncharacterized LOC101928266
ENSG00000262999,LOC101927131,uncharacterized LOC101927131
ENSG00000263001,GTF2I,general transcription factor IIi
ENSG00000263002,ZNF234,zinc finger protein 234
ENSG00000263004,AKAP1-DT,AKAP1 divergent transcript
ENSG00000263069,RNF213-AS1,RNF213 antisense RNA 1
ENSG00000263072,ZNF213-AS1,ZNF213 antisense RNA 1
ENSG00000263089,,
ENSG00000263120,,
ENSG00000263155,MYZAP,myocardial zonula adherens protein
ENSG00000263177,MTND1P8,MT-ND1 pseudogene 8
ENSG00000263179,HNRNPCP4,heterogeneous nuclear ribonucleoprotein C pseudogene 4
ENSG00000263219,RYKP1,RYK pseudogene 1
ENSG00000263264,,
ENSG00000263266,RPS7P1,ribosomal protein S7 pseudogene 1
ENSG00000263272,,
ENSG00000263327,TAPT1-AS1,TAPT1 antisense RNA 1
ENSG00000263345,SGSM2-AS1,SGSM2 antisense RNA 1
ENSG00000263400,TMEM220-AS1,TMEM220 antisense RNA 1
ENSG00000263412,NFE2L1-DT,NFE2L1 divergent transcript
ENSG00000263426,RN7SL471P,"RNA, 7SL, cytoplasmic 471, pseudogene"
ENSG00000263432,RN7SL689P,"RNA, 7SL, cytoplasmic 689, pseudogene"
ENSG00000263465,SRSF8,serine and arginine rich splicing factor 8
ENSG00000263466,,
ENSG00000263528,IKBKE,inhibitor of nuclear factor kappa B kinase subunit epsilon
ENSG00000263563,UBBP4,ubiquitin B pseudogene 4
ENSG00000263603,,
ENSG00000263606,CHORDC1P4,CHORDC1 pseudogene 4
ENSG00000263624,,
ENSG00000263657,,
ENSG00000263731,LINC03149,long intergenic non-protein coding RNA 3149
ENSG00000263740,RN7SL4P,"RNA, 7SL, cytoplasmic 4, pseudogene"
ENSG00000263753,LINC00667,long independently transcribed non-coding RNA 667
ENSG00000263766,KPNB1-DT,KPNB1 divergent transcript
ENSG00000263797,,
ENSG00000263826,,
ENSG00000263841,RN7SL44P,"RNA, 7SL, cytoplasmic 44, pseudogene"
ENSG00000263843,MIF4GD-DT,MIF4GD divergent transcript
ENSG00000263874,LASP1NB,LASP1 neighbor
ENSG00000263883,EEF1DP7,eukaryotic translation elongation factor 1 delta pseudogene 7
ENSG00000263884,THOC1-DT,THOC1 divergent transcript
ENSG00000263905,RN7SL555P,"RNA, 7SL, cytoplasmic 555, pseudogene"
ENSG00000263924,,
ENSG00000263934,SNORD3A,"small nucleolar RNA, C/D box 3A"
ENSG00000263956,NBPF11,NBPF member 11
ENSG00000263961,RHEX,regulator of hemoglobinization and erythroid cell expansion
ENSG00000263968,RN7SL381P,"RNA, 7SL, cytoplasmic 381, pseudogene"
ENSG00000263969,RN7SL678P,"RNA, 7SL, cytoplasmic 678, pseudogene"
ENSG00000264006,AKR1C8,aldo-keto reductase family 1 member C8
ENSG00000264007,,
ENSG00000264057,,
ENSG00000264070,DND1P1,DND microRNA-mediated repression inhibitor 1 pseudogene 1
ENSG00000264107,MIR4733HG,MIR4733 host gene
ENSG00000264112,,
ENSG00000264169,RN7SL665P,"RNA, 7SL, cytoplasmic 665, pseudogene"
ENSG00000264229,RNU4ATAC,"RNA, U4atac small nuclear"
ENSG00000264235,MYL12-AS1,MYL12A and MYL12B antisense RNA 1
ENSG00000264247,ZNF407-AS1,ZNF407 antisense RNA 1
ENSG00000264270,SAP30BP-AS1,SAP30BP antisense RNA 1
ENSG00000264275,RN7SL753P,"RNA, 7SL, cytoplasmic 753, pseudogene"
ENSG00000264278,ZNF236-DT,ZNF236 divergent transcript
ENSG00000264290,,
ENSG00000264304,,
ENSG00000264364,DYNLL2,dynein light chain LC8-type 2
ENSG00000264456,,
ENSG00000264522,OTUD7B,OTU deubiquitinase 7B
ENSG00000264538,SUZ12P1,SUZ12 pseudogene 1
ENSG00000264546,,
ENSG00000264573,RN7SL15P,"RNA, 7SL, cytoplasmic 15, pseudogene"
ENSG00000264577,,
ENSG00000264596,,
ENSG00000264616,MIR4755,microRNA 4755
ENSG00000264618,RN7SL732P,"RNA, 7SL, cytoplasmic 732, pseudogene"
ENSG00000264630,PRKCA-AS1,PRKCA antisense RNA 1
ENSG00000264705,,
ENSG00000264741,MIR4505,microRNA 4505
ENSG00000264743,DPRXP4,divergent-paired related homeobox pseudogene 4
ENSG00000264745,TTC39C-AS1,TTC39C antisense RNA 1
ENSG00000264829,,
ENSG00000264853,,
ENSG00000264895,,
ENSG00000264914,CUEDC1-AS1,CUEDC1 antisense RNA 1
ENSG00000264916,RN7SL230P,"RNA, 7SL, cytoplasmic 230, pseudogene"
ENSG00000264920,,
ENSG00000264924,,
ENSG00000264932,,
ENSG00000264934,MIR4265,microRNA 4265
ENSG00000264943,SH3GL1P2,"SH3 domain containing GRB2 like 1, endophilin A2 pseudogene 2"
ENSG00000264954,PRR29-AS1,PRR29 antisense RNA 1
ENSG00000264978,RN7SL630P,"RNA, 7SL, cytoplasmic 630, pseudogene"
ENSG00000265078,RN7SL664P,"RNA, 7SL, cytoplasmic 664, pseudogene"
ENSG00000265096,C1QTNF1-AS1,C1QTNF1 antisense RNA 1
ENSG00000265100,,
ENSG00000265107,GJA5,gap junction protein alpha 5
ENSG00000265123,RN7SL200P,"RNA, 7SL, cytoplasmic 200, pseudogene"
ENSG00000265135,MIR5687,microRNA 5687
ENSG00000265142,MIR133A1HG,MIR133A1 host gene
ENSG00000265148,TSPOAP1-AS1,"TSPOAP1, SUPT4H1 and RNF43 antisense RNA 1"
ENSG00000265185,SNORD3B-1,"small nucleolar RNA, C/D box 3B-1"
ENSG00000265194,,
ENSG00000265206,MIR142HG,MIR142 host genes
ENSG00000265218,,
ENSG00000265241,RBM8A,RNA binding motif protein 8A
ENSG00000265261,XPOTP3,XPOT pseudogene 3
ENSG00000265293,ARGFXP2,arginine-fifty homeobox pseudogene 2
ENSG00000265298,,
ENSG00000265313,LINC01476,long intergenic non-protein coding RNA 1476
ENSG00000265354,TIMM23,translocase of inner mitochondrial membrane 23
ENSG00000265399,,
ENSG00000265413,,
ENSG00000265458,NARF-AS2,NARF antisense RNA 2
ENSG00000265491,RNF115,ring finger protein 115
ENSG00000265519,,
ENSG00000265527,MIR5690,microRNA 5690
ENSG00000265625,,
ENSG00000265656,,
ENSG00000265666,RARA-AS1,RARA antisense RNA 1
ENSG00000265681,RPL17,ribosomal protein L17
ENSG00000265688,MILIP,MYC inducible lncRNA inactivating p53
ENSG00000265713,LOC100421100,RNA terminal phosphate cyclase like 1 pseudogene
ENSG00000265727,RN7SL648P,"RNA, 7SL, cytoplasmic 648, pseudogene"
ENSG00000265735,RN7SL5P,"RNA, 7SL, cytoplasmic 5, pseudogene"
ENSG00000265743,LINC02978,long intergenic non-protein coding RNA 2978
ENSG00000265749,,
ENSG00000265763,ZNF488,zinc finger protein 488
ENSG00000265778,ZNF516-AS1,ZNF516 antisense RNA 1
ENSG00000265791,,
ENSG00000265802,RN7SL49P,"RNA, 7SL, cytoplasmic 49, pseudogene"
ENSG00000265808,SEC22B,"SEC22 homolog B, vesicle trafficking protein"
ENSG00000265813,RN7SL300P,"RNA, 7SL, cytoplasmic 300, pseudogene"
ENSG00000265817,FSBP,fibrinogen silencer binding protein
ENSG00000265907,LPIN2-AS1,LPIN2 antisense RNA 1
ENSG00000265908,,
ENSG00000265972,TXNIP,thioredoxin interacting protein
ENSG00000265975,,
ENSG00000266019,MIR3609,microRNA 3609
ENSG00000266028,SRGAP2,SLIT-ROBO Rho GTPase activating protein 2
ENSG00000266053,NDUFV2-AS1,NDUFV2 antisense RNA 1
ENSG00000266074,BAHCC1,BAH domain and coiled-coil containing 1
ENSG00000266094,RASSF5,Ras association domain family member 5
ENSG00000266111,,
ENSG00000266127,ZNF415P1,zinc finger protein 415 pseudogene 1
ENSG00000266173,STRADA,STE20 related adaptor alpha
ENSG00000266235,MIR3176,microRNA 3176
ENSG00000266236,NARF-IT1,NARF intronic transcript 1
ENSG00000266265,KLF14,KLF transcription factor 14
ENSG00000266338,NBPF15,NBPF member 15
ENSG00000266371,,
ENSG00000266378,,
ENSG00000266402,SNHG25,small nucleolar RNA host gene 25
ENSG00000266405,CBX3P2,CBX3 pseudogene 2
ENSG00000266412,NCOA4,nuclear receptor coactivator 4
ENSG00000266420,RN7SL118P,"RNA, 7SL, cytoplasmic 118, pseudogene"
ENSG00000266439,RN7SL493P,"RNA, 7SL, cytoplasmic 493, pseudogene"
ENSG00000266467,RN7SL220P,"RNA, 7SL, cytoplasmic 220, pseudogene"
ENSG00000266472,MRPS21,mitochondrial ribosomal protein S21
ENSG00000266490,,
ENSG00000266498,,
ENSG00000266524,GDF10,growth differentiation factor 10
ENSG00000266533,MIR3619,microRNA 3619
ENSG00000266538,,
ENSG00000266559,MIR4530,microRNA 4530
ENSG00000266598,,
ENSG00000266709,MGC12916,uncharacterized protein MGC12916
ENSG00000266714,MYO15B,myosin XVB
ENSG00000266717,,
ENSG00000266718,,
ENSG00000266767,LOC124904242,uncharacterized LOC124904242
ENSG00000266777,SH3GL1P1,"SH3 domain containing GRB2 like 1, endophilin A2 pseudogene 1"
ENSG00000266794,RN7SL7P,"RNA, 7SL, cytoplasmic 7, pseudogene"
ENSG00000266805,,
ENSG00000266865,,
ENSG00000266875,RN7SL408P,"RNA, 7SL, cytoplasmic 408, pseudogene"
ENSG00000266877,,
ENSG00000266900,,
ENSG00000266904,LINC00663,long intergenic non-protein coding RNA 663
ENSG00000266934,,
ENSG00000266936,,
ENSG00000266946,MRPL37P1,mitochondrial ribosomal protein L37 pseudogene 1
ENSG00000266947,,
ENSG00000266964,FXYD1,FXYD domain containing ion transport regulator 1
ENSG00000266965,,
ENSG00000266967,AARSD1,alanyl-tRNA synthetase domain containing 1
ENSG00000266970,SOCS3-DT,SOCS3 divergent transcript
ENSG00000266993,,
ENSG00000266998,,
ENSG00000267002,,
ENSG00000267006,,
ENSG00000267009,,
ENSG00000267016,,
ENSG00000267023,LRRC37A16P,"leucine rich repeat containing 37 member A16, pseudogene"
ENSG00000267028,TCF4-AS1,TCF4 antisense RNA 1
ENSG00000267040,ATP8B1-AS1,ATP8B1 antisense RNA 1
ENSG00000267041,ZNF850,zinc finger protein 850
ENSG00000267042,,
ENSG00000267058,,
ENSG00000267060,PTGES3L,prostaglandin E synthase 3 like
ENSG00000267064,UXT-AS1,UXT antisense RNA 1
ENSG00000267080,ASB16-AS1,ASB16 antisense RNA 1
ENSG00000267096,,
ENSG00000267100,ILF3-DT,ILF3 divergent transcript
ENSG00000267102,,
ENSG00000267106,ZNF561-AS1,ZNF561 antisense RNA 1
ENSG00000267107,PCAT19,prostate cancer associated transcript 19
ENSG00000267121,FMNL1-DT,FMNL1 divergent transcript
ENSG00000267122,DOT1L-AS1,DOT1L antisense RNA 1
ENSG00000267123,SCAT1,S-phase cancer associated transcript 1
ENSG00000267127,,
ENSG00000267136,,
ENSG00000267138,,
ENSG00000267141,,
ENSG00000267169,ADGRL1-AS1,ADGRL1 antisense RNA 1
ENSG00000267191,ZNF45-AS1,ZNF45 antisense RNA 1
ENSG00000267199,,
ENSG00000267203,SNRPGP4,small nuclear ribonucleoprotein polypeptide G pseudogene 4
ENSG00000267216,ZNF8-ERVK3-1,ZNF8-ERVK3-1 readthrough (NMD candidate)
ENSG00000267221,C17orf113,chromosome 17 open reading frame 113
ENSG00000267244,LOC100288123,uncharacterized LOC100288123
ENSG00000267254,ZNF790-AS1,ZNF790 antisense RNA 1
ENSG00000267270,PARD6G-AS1,PARD6G antisense RNA 1
ENSG00000267272,LINC01140,long independently transcribed non-coding RNA 1140
ENSG00000267275,KLF2-DT,KLF2 divergent transcript
ENSG00000267278,MAP3K14-AS1,MAP3K14 antisense RNA 1
ENSG00000267280,TBX2-AS1,TBX2 antisense RNA 1
ENSG00000267288,HEXIM2-AS2,HEXIM2 antisense RNA 2
ENSG00000267296,CEBPA-DT,CEBPA divergent transcript
ENSG00000267309,ZNF566-AS1,ZNF566 antisense RNA 1
ENSG00000267317,APC2-AS1,APC2 antisense RNA 1
ENSG00000267321,SNHG30,small nucleolar RNA host gene 30
ENSG00000267322,SNHG22,small nucleolar RNA host gene 22
ENSG00000267339,LINC00906,long independently transcribed non-coding RNA 906
ENSG00000267348,GEMIN7-AS1,GEMIN7 antisense RNA 1
ENSG00000267361,SEC24AP1,SEC24 homolog A pseudogene 1
ENSG00000267366,,
ENSG00000267370,,
ENSG00000267374,MIR924HG,MIR924 host gene
ENSG00000267383,,
ENSG00000267385,,
ENSG00000267390,KDSR-DT,KDSR divergent transcript
ENSG00000267395,DM1-AS,DM1 locus antisense RNA
ENSG00000267397,,
ENSG00000267412,,
ENSG00000267414,SETBP1-DT,SETBP1 divergent transcript
ENSG00000267419,ZNF56P,"zinc finger protein 56, pseudogene"
ENSG00000267430,LOC100422317,"proteasome 26S subunit, ATPase 5 pseudogene"
ENSG00000267454,ZNF582-DT,ZNF582 divergent transcript
ENSG00000267457,,
ENSG00000267470,ZNF571-AS1,ZNF571 antisense RNA 1
ENSG00000267474,,
ENSG00000267475,NUDT19-DT,NUDT19 divergent transcript
ENSG00000267481,,
ENSG00000267491,,
ENSG00000267493,CIRBP-AS1,CIRBP antisense RNA 1
ENSG00000267503,,
ENSG00000267505,,
ENSG00000267508,ZNF285,zinc finger protein 285
ENSG00000267519,MIR23AHG,miR-23a/27a/24-2 cluster host gene
ENSG00000267523,,
ENSG00000267526,,
ENSG00000267529,,
ENSG00000267530,LINC01836,long intergenic non-protein coding RNA 1836
ENSG00000267532,ALOX12-AS1,ALOX12 antisense RNA 1
ENSG00000267534,S1PR2,sphingosine-1-phosphate receptor 2
ENSG00000267546,,
ENSG00000267575,LINC02987,long independently transcribed non-coding RNA 2987
ENSG00000267586,LINC00907,long independently transcribed non-coding RNA 907
ENSG00000267605,,
ENSG00000267607,ICAM4-AS1,ICAM4 antisense RNA 1
ENSG00000267610,,
ENSG00000267632,,
ENSG00000267640,,
ENSG00000267653,MAP2K6-AS1,MAP2K6 antisense RNA 1
ENSG00000267655,,
ENSG00000267658,RAB5C-AS1,RAB5C antisense RNA 1
ENSG00000267659,LINC01482,long independently transcribed non-coding RNA 1482
ENSG00000267666,,
ENSG00000267680,ZNF224,zinc finger protein 224
ENSG00000267682,,
ENSG00000267690,LDLRAD4-AS1,LDLRAD4 antisense RNA 1
ENSG00000267694,LDLRAD4-AS3,LDLRAD4 antisense RNA 3
ENSG00000267702,,
ENSG00000267710,EDDM13,epididymal protein 13
ENSG00000267714,SLC7A10-AS1,SLC7A10 antisense RNA 1
ENSG00000267724,,
ENSG00000267734,,
ENSG00000267737,,
ENSG00000267745,,
ENSG00000267749,,
ENSG00000267751,BSG-AS1,BSG antisense RNA 1
ENSG00000267758,,
ENSG00000267762,LOC105372107,uncharacterized LOC105372107
ENSG00000267764,CTIF-AS1,CTIF antisense RNA 1
ENSG00000267769,,
ENSG00000267787,,
ENSG00000267796,LIN37,lin-37 DREAM MuvB core complex component
ENSG00000267801,,
ENSG00000267838,,
ENSG00000267855,NDUFA7,NADH:ubiquinone oxidoreductase subunit A7
ENSG00000267858,MZF1-AS1,MZF1 antisense RNA 1
ENSG00000267871,ZNF460-AS1,ZNF460 antisense RNA 1
ENSG00000267882,LOC100131496,uncharacterized LOC100131496
ENSG00000267892,,
ENSG00000267898,,
ENSG00000267904,,
ENSG00000267934,,
ENSG00000267959,MIR3188,microRNA 3188
ENSG00000268001,CARD8-AS1,CARD8 antisense RNA 1
ENSG00000268006,PTOV1-AS1,PTOV1 antisense RNA 1
ENSG00000268030,,
ENSG00000268041,ERFL,ETS repressor factor like
ENSG00000268043,NBPF12,NBPF member 12
ENSG00000268049,ZNF497-AS2,ZNF497 antisense RNA 2
ENSG00000268061,NAPA-AS1,NAPA antisense RNA 1
ENSG00000268093,,
ENSG00000268119,LOC105372321,uncharacterized LOC105372321
ENSG00000268189,,
ENSG00000268201,,
ENSG00000268205,LNC-WAL,lncRNA Wnt/beta-catenin associated regulator
ENSG00000268218,,
ENSG00000268225,,
ENSG00000268230,,
ENSG00000268257,AIRN,antisense of IGF2R non-protein coding RNA
ENSG00000268266,PKMYT1AR,PKMYT1 associated lncRNA
ENSG00000268322,BNIP3P25,BCL2 interacting protein 3 pseudogene 25
ENSG00000268324,LRRC2-AS1,LRRC2 antisense RNA 1
ENSG00000268355,,
ENSG00000268362,,
ENSG00000268364,,
ENSG00000268366,SERTAD3-AS1,SERTAD3 antisense RNA 1
ENSG00000268403,ZNF143-AS1,ZNF143 antisense RNA 1
ENSG00000268438,BNIP3P27,BCL2 interacting protein 3 pseudogene 27
ENSG00000268471,MIR4453HG,MIR4453 host gene
ENSG00000268516,ZNF8-DT,ZNF8 divergent transcript
ENSG00000268520,,
ENSG00000268521,VN1R83P,vomeronasal 1 receptor 83 pseudogene
ENSG00000268555,,
ENSG00000268573,,
ENSG00000268575,,
ENSG00000268583,,
ENSG00000268658,LINC00664,long independently transcribed non-coding RNA 664
ENSG00000268659,,
ENSG00000268670,,
ENSG00000268756,,
ENSG00000268812,LIF-AS2,LIF antisense RNA 2
ENSG00000268849,SIGLEC22P,"sialic acid binding Ig like lectin 22, pseudogene"
ENSG00000268858,ABHD16B-AS1,ABHD16B antisense RNA 1
ENSG00000268894,PLCE1-AS1,PLCE1 antisense RNA 1
ENSG00000268895,A1BG-AS1,A1BG antisense RNA 1
ENSG00000268912,,
ENSG00000268947,,
ENSG00000268970,,
ENSG00000268992,CDC42EP3P1,CDC42 effector protein 3 pseudogene 1
ENSG00000268996,MAN1B1-DT,MAN1B1 divergent transcript
ENSG00000269001,ZNF818P,"zinc finger protein 818, pseudogene"
ENSG00000269019,HOMER3-AS1,HOMER3 antisense RNA 1
ENSG00000269028,,
ENSG00000269044,,
ENSG00000269054,ZNF497-AS1,ZNF497 antisense RNA 1
ENSG00000269066,,
ENSG00000269067,ZNF728,zinc finger protein 728
ENSG00000269069,,
ENSG00000269091,ZNF473-AS1,ZNF473 antisense RNA 1
ENSG00000269102,,
ENSG00000269113,TRABD2B,TraB domain containing 2B
ENSG00000269148,SYMPK-AS1,SYMPK antisense RNA 1
ENSG00000269190,FBXO17,F-box protein 17
ENSG00000269220,LINC00528,long independently transcribed non-coding RNA 528
ENSG00000269235,ZNF350-AS1,ZNF350 antisense RNA 1
ENSG00000269243,HSH2D-AS1,HSH2D and RAB8A antisense RNA 1
ENSG00000269246,,
ENSG00000269293,ZSCAN16-AS1,ZSCAN16 antisense RNA 1
ENSG00000269303,GRAMD1A-AS1,GRAMD1A antisense RNA 1
ENSG00000269304,FKBP1AP1,FKBP prolyl isomerase 1A pseudogene 1
ENSG00000269313,MAGIX,"MAGI family member, X-linked"
ENSG00000269318,,
ENSG00000269335,IKBKG,inhibitor of nuclear factor kappa B kinase regulatory subunit gamma
ENSG00000269343,ZNF587B,zinc finger protein 587B
ENSG00000269352,PTOV1-AS2,PTOV1 antisense RNA 2
ENSG00000269386,RAB11B-AS1,RAB11B antisense RNA 1
ENSG00000269399,,
ENSG00000269404,SPIB,Spi-B transcription factor
ENSG00000269427,,
ENSG00000269439,PGLS-DT,PGLS divergent transcript
ENSG00000269473,ZNF132-DT,ZNF132 divergent transcript
ENSG00000269486,ERVK9-11,"endogenous retrovirus group K9, member 11"
ENSG00000269506,,
ENSG00000269514,,
ENSG00000269556,TMEM185A,transmembrane protein 185A
ENSG00000269570,,
ENSG00000269609,C10orf95-AS1,C10orf95 antisense RNA 1
ENSG00000269652,,
ENSG00000269656,NOP53-AS1,NOP53 antisense RNA 1
ENSG00000269680,TRIP10-AS1,TRIP10 antisense RNA 1
ENSG00000269688,,
ENSG00000269696,ZNF470-DT,ZNF470 divergent transcript
ENSG00000269713,NBPF9,NBPF member 9
ENSG00000269720,CCDC194,coiled-coil domain containing 194
ENSG00000269737,,
ENSG00000269743,SLC25A53,solute carrier family 25 member 53
ENSG00000269821,KCNQ1OT1,KCNQ1 opposite strand/antisense transcript 1
ENSG00000269825,LOC122539214,Zinc finger protein LOC122539214
ENSG00000269834,ZNF528-AS1,ZNF528 antisense RNA 1
ENSG00000269837,IPO5P1,importin 5 pseudogene 1
ENSG00000269845,CCNYL6,cyclin Y like 6 (pseudogene)
ENSG00000269858,EGLN2,egl-9 family hypoxia inducible factor 2
ENSG00000269867,,
ENSG00000269887,,
ENSG00000269889,,
ENSG00000269893,SNHG8,small nucleolar RNA host gene 8
ENSG00000269895,,
ENSG00000269896,,
ENSG00000269902,,
ENSG00000269903,,
ENSG00000269906,,
ENSG00000269921,,
ENSG00000269924,,
ENSG00000269929,MIRLET7A1HG,miRlet-7a-1/let-7f-1/let-7d cluster host gene
ENSG00000269933,,
ENSG00000269934,LOC124904535,uncharacterized LOC124904535
ENSG00000269938,,
ENSG00000269940,,
ENSG00000269950,,
ENSG00000269951,,
ENSG00000269956,MKNK1-AS1,MKNK1 antisense RNA 1
ENSG00000269958,,
ENSG00000269959,SPACA6-AS1,SPACA6 antisense RNA 1
ENSG00000269967,,
ENSG00000269971,,
ENSG00000269973,,
ENSG00000269982,,
ENSG00000269984,,
ENSG00000269985,FARS2-AS1,FARS2 antisense RNA 1
ENSG00000269994,LINC02893,long independently transcribed non-coding RNA 2893
ENSG00000269997,,
ENSG00000270006,C16orf95-DT,C16orf95 divergent transcript
ENSG00000270012,,
ENSG00000270019,,
ENSG00000270021,,
ENSG00000270022,,
ENSG00000270039,,
ENSG00000270048,,
ENSG00000270049,ATP6V0D1-DT,ATP6V0D1 divergent transcript
ENSG00000270055,,
ENSG00000270060,,
ENSG00000270061,,
ENSG00000270069,MIR222HG,miR222/221 cluster host gene
ENSG00000270071,,
ENSG00000270072,,
ENSG00000270084,GAS5-AS1,GAS5 antisense RNA 1
ENSG00000270091,,
ENSG00000270108,,
ENSG00000270112,ST8SIA5-DT,ST8SIA5 divergent transcript
ENSG00000270116,,
ENSG00000270124,GSE1-AS1,GSE1 antisense RNA 1
ENSG00000270127,,
ENSG00000270130,,
ENSG00000270139,,
ENSG00000270140,,
ENSG00000270157,,
ENSG00000270170,NCBP2AS2,NCBP2 antisense 2 (head to head)
